Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Acc. %(Possible Fairways);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2014;030;494;800;  ;000;32354;Baek, Seuk-hyun;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:50;082;078;  78;077; T77;;  00000000000;  9;          1;73;          7;          9;78;          1;;             10;078;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  49;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000006;78;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000012;72;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000027;00000000011;00000000009;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;32366;Chappell, Kevin;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:20;072;046; T46;025; T25;;  00000000000;  9;          4;26;         11;          2;17;          1;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000010;58;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000008;24;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000029;00000000018;00000000007;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;32839;Matsuyama, Hideki;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:30;072;016; T16;025; T25;;  00000000000;  9;          6;8;          8;          2;17;          2;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  49;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000013;20;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000001;00000000005;69;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000030;00000000021;00000000006;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;33141;Bradley, Keegan;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;10:00;076;006;  T6;010;  10;;  00000000000;  9;          2;64;         11;          4;60;          1;;              5;066;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000007;00000000014;  63;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000001;00000000004;68;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;44;  ;00000000000;00000000000;00000000000;00000000035;00000000028;00000000003;00000000002;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;33419;Tringale, Cameron;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;10:00;071;074; T74;073;  73;;  00000000000;  9;          4;26;         11;          3;40;;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000006;00000000014;  72;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000010;58;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000006;00000000008;9;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000027;00000000017;00000000010;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;34098;Henley, Russell;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:50;072;056; T56;061; T61;;  00000000000;  9;          6;8;          8;          2;17;          2;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000011;00000000014;  8;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000009;69;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000009;34;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;1;  ;00000000000;00000000000;00000000000;00000000025;00000000012;00000000011;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;34099;English, Harris;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:40;071;011; T11;007;  T7;;  00000000000;  9;          2;64;         15;          1;3;;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000012;00000000014;  3;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000016;1;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000001;00000000002;38;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000034;00000000031;00000000002;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;34174;Huh, John;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:40;069;032; T32;053; T53;;  00000000000;  9;          4;26;         13;          1;3;;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000012;00000000014;  3;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000004;00000000004;1;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000030;00000000026;00000000007;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;34360;Reed, Patrick;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:40;072;056; T56;040; T40;;  00000000000;  9;          4;26;         10;          4;60;;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000007;00000000014;  63;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000000;00000000004;75;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;44;  ;00000000000;00000000000;00000000000;00000000032;00000000026;00000000005;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;34409;Lingmerth, David;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:40;073;070; T70;064; T64;;  00000000000;  9;          5;13;          9;          3;40;;          1;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;36;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000006;64;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000003;40;  ;00000000000;00000000000;00000000000;00000000028;00000000019;00000000008;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;34707;Rahman, Siddikur;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:00;069;032; T32;025; T25;;  00000000000;  9;          4;26;         13;          1;3;;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000013;00000000014;  1;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;36;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000006;00000000006;1;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000007;00000000007;1;  ;00000000000;00000000000;00000000000;00000000027;00000000021;00000000010;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;35139;Lee, Richard H.;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:00;072;040; T40;035; T35;;  00000000000;  9;          4;26;         10;          4;60;;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000010;58;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000008;24;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000003;40;  ;00000000000;00000000000;00000000000;00000000028;00000000018;00000000009;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;01810;Mickelson, Phil;04;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:05;074;019; T19;019; T19;;  00000000000;  5;          1;70;         15;          1;3;          1;;              2;008;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  46;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;33;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000004;00000000006;13;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000032;00000000024;00000000005;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;06522;Els, Ernie;04;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:35;074;047; T47;047; T47;;  00000000000;  5;          3;32;         12;          1;3;          2;;              3;024;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000006;00000000014;  71;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000010;59;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000008;19;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000027;00000000017;00000000009;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;08075;Kelly, Jerry;04;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:35;077;019; T19;019; T19;;  00000000001;  1;          1;70;          9;          6;68;          1;;              7;069;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000009;00000000014;  35;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000008;72;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000003;00000000010;66;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;41;  ;00000000000;00000000000;00000000000;00000000029;00000000014;00000000007;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;12716;Hoffman, Charley;04;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;07:55;076;053; T53;053; T53;;  00000000000;  5;          2;52;         11;          4;53;          1;;              5;057;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  46;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;33;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000006;57;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000006;39;  ;00000000000;00000000000;00000000000;00000000034;00000000025;00000000003;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;19846;Gay, Brian;04;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:55;072;047; T47;047; T47;;  00000000000;  5;          2;52;         14;          2;13;;;              2;008;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  11;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000004;31;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000031;00000000026;00000000005;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;20157;Goosen, Retief;04;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;07:55;075;047; T47;047; T47;;  00000000000;  5;          3;32;         11;          2;13;          2;;              4;045;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000011;00000000014;  5;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000000;00000000004;77;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000006;41;  ;00000000000;00000000000;00000000000;00000000034;00000000026;00000000003;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
